"configuration","trace","description"
"LOGGING:falseDEPOSITING:trueWITHDRAWING:trueBALANCE_INQUIRY:falseADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at testset.ATMTest.tearDown(ATMTest.java:61)","setUserExitedTest(testset.ATMTest)"
"LOGGING:falseDEPOSITING:trueWITHDRAWING:trueBALANCE_INQUIRY:falseADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at testset.ATMTest.tearDown(ATMTest.java:61)","testAuthenticateUser(testset.ATMTest)"
"LOGGING:falseDEPOSITING:trueWITHDRAWING:trueBALANCE_INQUIRY:falseADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at testset.ATMTest.tearDown(ATMTest.java:61)","getTotalDepositTest(testset.ATMTest)"
"LOGGING:falseDEPOSITING:trueWITHDRAWING:trueBALANCE_INQUIRY:falseADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at testset.ATMTest.tearDown(ATMTest.java:61)","setCurrentAccountNumberTest(testset.ATMTest)"
"LOGGING:falseDEPOSITING:trueWITHDRAWING:trueBALANCE_INQUIRY:falseADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at testset.ATMTest.tearDown(ATMTest.java:61)","testCreateTransaction(testset.ATMTest)"
"LOGGING:falseDEPOSITING:trueWITHDRAWING:trueBALANCE_INQUIRY:falseADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at testset.ATMTest.tearDown(ATMTest.java:61)","testCurrentTransactionIsBalanceInstance(testset.ATMTest)"
"LOGGING:falseDEPOSITING:trueWITHDRAWING:trueBALANCE_INQUIRY:falseADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at testset.ATMTest.tearDown(ATMTest.java:61)","isUserAuthenticatedTest(testset.ATMTest)"
"LOGGING:falseDEPOSITING:trueWITHDRAWING:trueBALANCE_INQUIRY:falseADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at testset.ATMTest.tearDown(ATMTest.java:61)","testDisplayMainMenuDisableUSER_INTERFACE(testset.ATMTest)"
"LOGGING:falseDEPOSITING:trueWITHDRAWING:trueBALANCE_INQUIRY:falseADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at testset.ATMTest.tearDown(ATMTest.java:61)","testGetDepositSlot(testset.ATMTest)"
"LOGGING:falseDEPOSITING:trueWITHDRAWING:trueBALANCE_INQUIRY:falseADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at sun.reflect.UnsafeFieldAccessorImpl.ensureObj(Unknown Source)","testToMakeLogging(testset.ATMUserInterfaceTest)"
"LOGGING:falseDEPOSITING:trueWITHDRAWING:trueBALANCE_INQUIRY:falseADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at sun.reflect.UnsafeFieldAccessorImpl.ensureObj(Unknown Source)","testTotalDeposit(testset.ATMUserInterfaceTest)"
"LOGGING:falseDEPOSITING:trueWITHDRAWING:trueBALANCE_INQUIRY:falseADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at sun.reflect.UnsafeFieldAccessorImpl.ensureObj(Unknown Source)","testToMakeLogout(testset.ATMUserInterfaceTest)"
"LOGGING:falseDEPOSITING:trueWITHDRAWING:trueBALANCE_INQUIRY:falseADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at sun.reflect.UnsafeFieldAccessorImpl.ensureObj(Unknown Source)","testWhithDraw(testset.ATMUserInterfaceTest)"
"LOGGING:falseDEPOSITING:trueWITHDRAWING:trueBALANCE_INQUIRY:falseADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at sun.reflect.UnsafeFieldAccessorImpl.ensureObj(Unknown Source)","testBalance(testset.ATMUserInterfaceTest)"
"LOGGING:falseDEPOSITING:trueWITHDRAWING:trueBALANCE_INQUIRY:falseADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at sun.reflect.UnsafeFieldAccessorImpl.ensureObj(Unknown Source)","testDepositUserAuthenticatedFalse(testset.ATMUserInterfaceTest)"
"LOGGING:falseDEPOSITING:trueWITHDRAWING:trueBALANCE_INQUIRY:falseADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at sun.reflect.UnsafeFieldAccessorImpl.ensureObj(Unknown Source)","testWhithDrawAllValue(testset.ATMUserInterfaceTest)"
"LOGGING:falseDEPOSITING:trueWITHDRAWING:trueBALANCE_INQUIRY:falseADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at sun.reflect.UnsafeFieldAccessorImpl.ensureObj(Unknown Source)","testIsUserExited(testset.ATMUserInterfaceTest)"
"LOGGING:falseDEPOSITING:trueWITHDRAWING:trueBALANCE_INQUIRY:falseADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at sun.reflect.UnsafeFieldAccessorImpl.ensureObj(Unknown Source)","testgGetCurrentAccountNumber(testset.ATMUserInterfaceTest)"
"LOGGING:falseDEPOSITING:trueWITHDRAWING:trueBALANCE_INQUIRY:falseADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at sun.reflect.UnsafeFieldAccessorImpl.ensureObj(Unknown Source)","testDeposit(testset.ATMUserInterfaceTest)"
"LOGGING:falseDEPOSITING:trueWITHDRAWING:trueBALANCE_INQUIRY:falseADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at sun.reflect.UnsafeFieldAccessorImpl.ensureObj(Unknown Source)","testWithdrawUserAuthenticatedFalse(testset.ATMUserInterfaceTest)"
"LOGGING:falseDEPOSITING:trueWITHDRAWING:trueBALANCE_INQUIRY:falseADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at testset.ATMUserInterfaceTest2.tearDown(ATMUserInterfaceTest2.java:407)","createPanelMenu_WITHDRAWING_Test(testset.ATMUserInterfaceTest2)"
"LOGGING:falseDEPOSITING:trueWITHDRAWING:trueBALANCE_INQUIRY:falseADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at testset.ATMUserInterfaceTest2.tearDown(ATMUserInterfaceTest2.java:407)","createWithDrawMenu(testset.ATMUserInterfaceTest2)"
"LOGGING:falseDEPOSITING:trueWITHDRAWING:trueBALANCE_INQUIRY:falseADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at testset.ATMUserInterfaceTest2.tearDown(ATMUserInterfaceTest2.java:407)","createHeaderTest(testset.ATMUserInterfaceTest2)"
"LOGGING:falseDEPOSITING:trueWITHDRAWING:trueBALANCE_INQUIRY:falseADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at testset.ATMUserInterfaceTest2.tearDown(ATMUserInterfaceTest2.java:407)","createMainPainelTest(testset.ATMUserInterfaceTest2)"
"LOGGING:falseDEPOSITING:trueWITHDRAWING:trueBALANCE_INQUIRY:falseADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at testset.ATMUserInterfaceTest2.tearDown(ATMUserInterfaceTest2.java:407)","createPanelMessageTest(testset.ATMUserInterfaceTest2)"
"LOGGING:falseDEPOSITING:trueWITHDRAWING:trueBALANCE_INQUIRY:falseADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at testset.ATMUserInterfaceTest2.tearDown(ATMUserInterfaceTest2.java:407)","createPanelMenu_DEPOSITING_Test(testset.ATMUserInterfaceTest2)"
"LOGGING:falseDEPOSITING:trueWITHDRAWING:trueBALANCE_INQUIRY:falseADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at testset.ATMUserInterfaceTest2.tearDown(ATMUserInterfaceTest2.java:407)","createPanelLoginTest(testset.ATMUserInterfaceTest2)"
"LOGGING:falseDEPOSITING:trueWITHDRAWING:trueBALANCE_INQUIRY:falseADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at testset.ATMUserInterfaceTest2.tearDown(ATMUserInterfaceTest2.java:407)","createPanelVisible_Test(testset.ATMUserInterfaceTest2)"
"LOGGING:falseDEPOSITING:trueWITHDRAWING:trueBALANCE_INQUIRY:falseADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at testset.ATMUserInterfaceTest2.tearDown(ATMUserInterfaceTest2.java:407)","createPanelMenu_BALANCE_INQUIRY_Test(testset.ATMUserInterfaceTest2)"
"LOGGING:falseDEPOSITING:trueWITHDRAWING:trueBALANCE_INQUIRY:falseADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at testset.ATMUserInterfaceTest2.tearDown(ATMUserInterfaceTest2.java:407)","dollarMenuTest(testset.ATMUserInterfaceTest2)"
"LOGGING:falseDEPOSITING:trueWITHDRAWING:trueBALANCE_INQUIRY:falseADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at testset.ATMUserInterfaceTest2.tearDown(ATMUserInterfaceTest2.java:407)","dollarMenuTest_WITHDRAWING_ALL_VALUES_Test(testset.ATMUserInterfaceTest2)"
"LOGGING:falseDEPOSITING:trueWITHDRAWING:trueBALANCE_INQUIRY:falseADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at testset.ATMUserInterfaceTest2.tearDown(ATMUserInterfaceTest2.java:407)","createPanelMenu_LOGGING_Test(testset.ATMUserInterfaceTest2)"
"LOGGING:falseDEPOSITING:trueWITHDRAWING:trueBALANCE_INQUIRY:falseADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at testset.ATMUserInterfaceTest2.tearDown(ATMUserInterfaceTest2.java:407)","createPanelMenu_ADMIN_CONTROL_Test(testset.ATMUserInterfaceTest2)"
"LOGGING:falseDEPOSITING:trueWITHDRAWING:trueBALANCE_INQUIRY:falseADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at testset.DepositTest.tearDown(DepositTest.java:193)","getAmountTest(testset.DepositTest)"
"LOGGING:falseDEPOSITING:trueWITHDRAWING:trueBALANCE_INQUIRY:falseADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at testset.DepositTest.tearDown(DepositTest.java:193)","testExecute(testset.DepositTest)"
"LOGGING:falseDEPOSITING:trueWITHDRAWING:trueBALANCE_INQUIRY:falseADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at testset.DepositTest.tearDown(DepositTest.java:193)","testsTheInstanceOfScreen(testset.DepositTest)"
"LOGGING:falseDEPOSITING:trueWITHDRAWING:trueBALANCE_INQUIRY:falseADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at testset.DepositTest.tearDown(DepositTest.java:193)","testPromptForDepositAmountWithInvalidInput(testset.DepositTest)"
"LOGGING:falseDEPOSITING:trueWITHDRAWING:trueBALANCE_INQUIRY:falseADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at testset.DepositTest.tearDown(DepositTest.java:193)","testsIfTheDepositHasBeenCanceled(testset.DepositTest)"
"LOGGING:falseDEPOSITING:trueWITHDRAWING:trueBALANCE_INQUIRY:falseADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at testset.DepositTest.tearDown(DepositTest.java:193)","envelopeWasNotReceived(testset.DepositTest)"
"LOGGING:falseDEPOSITING:trueWITHDRAWING:trueBALANCE_INQUIRY:falseADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at testset.DepositTest.tearDown(DepositTest.java:193)","promptForDepositAmount(testset.DepositTest)"
"LOGGING:falseDEPOSITING:trueWITHDRAWING:trueBALANCE_INQUIRY:falseADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at testset.DepositTest.tearDown(DepositTest.java:193)","testPromptForDepositAmountWithValidInput(testset.DepositTest)"
"LOGGING:falseDEPOSITING:trueWITHDRAWING:trueBALANCE_INQUIRY:falseADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at sun.reflect.UnsafeFieldAccessorImpl.ensureObj(Unknown Source)","resetLogTest(testset.LoggerTest)"
"LOGGING:falseDEPOSITING:trueWITHDRAWING:trueBALANCE_INQUIRY:falseADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at sun.reflect.UnsafeFieldAccessorImpl.ensureObj(Unknown Source)","returnLogsTest(testset.LoggerTest)"
"LOGGING:falseDEPOSITING:trueWITHDRAWING:trueBALANCE_INQUIRY:falseADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at testset.WithdrawalTest.tearDown(WithdrawalTest.java:242)","testExecute(testset.WithdrawalTest)"
"LOGGING:falseDEPOSITING:trueWITHDRAWING:trueBALANCE_INQUIRY:falseADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at testset.WithdrawalTest.tearDown(WithdrawalTest.java:242)","executeInsufficientCashTest(testset.WithdrawalTest)"
"LOGGING:falseDEPOSITING:trueWITHDRAWING:trueBALANCE_INQUIRY:falseADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at testset.WithdrawalTest.tearDown(WithdrawalTest.java:242)","displayMenuOfAmountsTest(testset.WithdrawalTest)"
"LOGGING:falseDEPOSITING:trueWITHDRAWING:trueBALANCE_INQUIRY:falseADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at testset.WithdrawalTest.tearDown(WithdrawalTest.java:242)","testGetSetAmount(testset.WithdrawalTest)"
"LOGGING:falseDEPOSITING:falseWITHDRAWING:falseBALANCE_INQUIRY:falseADMIN_CONTROL:trueUSER_INTERFACE:trueWITHDRAWING_ALL_VALUES:true","	at sun.reflect.UnsafeFieldAccessorImpl.ensureObj(Unknown Source)","testTotalDeposit(testset.ATMUserInterfaceTest)"
"LOGGING:falseDEPOSITING:falseWITHDRAWING:falseBALANCE_INQUIRY:falseADMIN_CONTROL:trueUSER_INTERFACE:trueWITHDRAWING_ALL_VALUES:true","	at sun.reflect.UnsafeFieldAccessorImpl.ensureObj(Unknown Source)","testWhithDraw(testset.ATMUserInterfaceTest)"
"LOGGING:falseDEPOSITING:falseWITHDRAWING:falseBALANCE_INQUIRY:falseADMIN_CONTROL:trueUSER_INTERFACE:trueWITHDRAWING_ALL_VALUES:true","	at sun.reflect.UnsafeFieldAccessorImpl.ensureObj(Unknown Source)","testBalance(testset.ATMUserInterfaceTest)"
"LOGGING:falseDEPOSITING:falseWITHDRAWING:falseBALANCE_INQUIRY:falseADMIN_CONTROL:trueUSER_INTERFACE:trueWITHDRAWING_ALL_VALUES:true","	at sun.reflect.UnsafeFieldAccessorImpl.ensureObj(Unknown Source)","testDepositUserAuthenticatedFalse(testset.ATMUserInterfaceTest)"
"LOGGING:falseDEPOSITING:falseWITHDRAWING:falseBALANCE_INQUIRY:falseADMIN_CONTROL:trueUSER_INTERFACE:trueWITHDRAWING_ALL_VALUES:true","	at sun.reflect.UnsafeFieldAccessorImpl.ensureObj(Unknown Source)","testWhithDrawAllValue(testset.ATMUserInterfaceTest)"
"LOGGING:falseDEPOSITING:falseWITHDRAWING:falseBALANCE_INQUIRY:falseADMIN_CONTROL:trueUSER_INTERFACE:trueWITHDRAWING_ALL_VALUES:true","	at sun.reflect.UnsafeFieldAccessorImpl.ensureObj(Unknown Source)","testDeposit(testset.ATMUserInterfaceTest)"
"LOGGING:falseDEPOSITING:falseWITHDRAWING:falseBALANCE_INQUIRY:falseADMIN_CONTROL:trueUSER_INTERFACE:trueWITHDRAWING_ALL_VALUES:true","	at sun.reflect.UnsafeFieldAccessorImpl.ensureObj(Unknown Source)","testWithdrawUserAuthenticatedFalse(testset.ATMUserInterfaceTest)"
"LOGGING:falseDEPOSITING:falseWITHDRAWING:falseBALANCE_INQUIRY:falseADMIN_CONTROL:trueUSER_INTERFACE:trueWITHDRAWING_ALL_VALUES:true","	at sun.reflect.UnsafeFieldAccessorImpl.ensureObj(Unknown Source)","resetLogTest(testset.LoggerTest)"
"LOGGING:falseDEPOSITING:falseWITHDRAWING:falseBALANCE_INQUIRY:falseADMIN_CONTROL:trueUSER_INTERFACE:trueWITHDRAWING_ALL_VALUES:true","	at sun.reflect.UnsafeFieldAccessorImpl.ensureObj(Unknown Source)","returnLogsTest(testset.LoggerTest)"
